name,region,island,capital,population,density,density_mi,governor,area,area_rank,population_rank,area_mi,climate,symbols,local_dishes,economy,name_kanji,capital_kanji,iso_code,area_code
Ōita,Kyushu,Kyushu,Ōita,"1,136,245",180/km2,460/sq mi,Katsusada Hirose,"6,340.73 km2",22,33,"2,448.17 sq mi",Humid subtropical,"['Bird: Japanese white-eye', 'Flower: Bungo-ume blossom', 'Tree: Bungo-ume tree']","['Buri no Atsumeshi', 'Gomadashi Udon', 'Tenobe Dango Jiru']","['Tourism', 'Agriculture', 'Seafood', 'Forestry']",大分県,大分市,44,097
