name,region,island,capital,population,density,density_mi,governor,area_rank,population_rank,area,area_mi,climate,symbols,local_dishes,economy,name_kanji,capital_kanji,iso_code,area_code
Miyazaki,Kyushu,Kyushu,Miyazaki,"1,073,054",140/km2,360/sq mi,Shunji Kōno,14,36,"7,735.32 km2","2,986.62 sq mi",Humid subtropical,"['Bird: Ijima copper pheasant', 'Flower: Hamayu', 'Tree: Phoenix palm']","['Miyazaki no Sumibiyaki', 'Hiyajiru', 'Chicken Nanban']","['Forestry', 'Agriculture', 'Fishery', 'Forestry', 'Textile', 'Electronics']",宮崎県,宮崎市,45,098
