name,region,island,capital,population,density,density_mi,governor,area_rank,population_rank,area,area_mi,climate,symbols,local_dishes,economy,name_kanji,capital_kanji,iso_code,area_code
Kyōto,Kansai,Honshu,Kyōto,"2,610,353",566/km2,"1,470/sq mi",Takatoshi Nishiwaki,31,13,"4,612.19 km2","1,780.78 sq mi",Humid subtropical,"['Bird: Streaked shearwater', 'Flower: Weeping cherry blossom', 'Tree: Kitayama Sugi']","['Kaiseki Ryori', 'Kyou Tsukemono', 'Obanzai']","['Agriculture', 'Tourism', 'Forestry', 'Farming', 'Manufacturing']",京都府,京都市,26,074
